case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_002751,UNSEEN_CUST_01648,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9781426314366408,48273.46143090844,2.0,48271.46143090844
CASE_002752,UNSEEN_CUST_01650,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9868002816927404,45384.02056735617,2.0,45382.02056735617
CASE_002753,UNSEEN_CUST_01651,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8428188032399555,17804.96862784568,5.0,17799.96862784568
CASE_002754,UNSEEN_CUST_01652,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8664748198566239,39648.527391171934,5.0,39643.527391171934
CASE_002755,UNSEEN_CUST_01653,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8983509510155258,7655.261695040761,5.0,7650.261695040761
CASE_002756,UNSEEN_CUST_01653,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9958373466762832,47527.34316584576,2.0,47525.34316584576
CASE_002757,UNSEEN_CUST_01654,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9972120045790696,12471.592046787951,2.0,12469.592046787951
CASE_002758,UNSEEN_CUST_01654,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6353425923467976,1445.4996989778165,5.0,1440.4996989778165
CASE_002759,UNSEEN_CUST_01655,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7971939182011415,8785.268305116948,5.0,8780.268305116948
CASE_002760,UNSEEN_CUST_01655,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7971939182011415,15585.459978399598,5.0,15580.459978399598
CASE_002761,UNSEEN_CUST_01656,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9981246176088394,4669.316792389735,2.0,4667.316792389735
CASE_002762,UNSEEN_CUST_01656,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7623513446502154,36688.6311191253,5.0,36683.6311191253
CASE_002763,UNSEEN_CUST_01657,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8404398964279284,33308.36440162544,5.0,33303.36440162544
CASE_002764,UNSEEN_CUST_01658,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5307249875363884,25873.591464631365,5.0,25868.591464631365
CASE_002765,UNSEEN_CUST_01659,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8025152436481255,22843.211203126943,5.0,22838.211203126943
CASE_002766,UNSEEN_CUST_01661,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9947911156535664,22284.89276060262,2.0,22282.89276060262
CASE_002767,UNSEEN_CUST_01661,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6673015987171,13931.362244672691,5.0,13926.362244672691
CASE_002768,UNSEEN_CUST_01661,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.973164399467444,18977.747075522588,2.0,18975.747075522588
CASE_002769,UNSEEN_CUST_01662,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.0253848023009686,986.6450726730149,25.0,961.6450726730149
CASE_002770,UNSEEN_CUST_01662,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7901418722875991,13778.328039157974,5.0,13773.328039157974
CASE_002771,UNSEEN_CUST_01662,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8443942118862048,5576.252716164714,5.0,5571.252716164714
CASE_002772,UNSEEN_CUST_01663,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.998783980746036,94412.33300749517,2.0,94410.33300749517
CASE_002773,UNSEEN_CUST_01663,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7717621189671423,21451.66061255381,5.0,21446.66061255381
CASE_002774,UNSEEN_CUST_01664,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6815346808299442,2683.9789879636364,5.0,2678.9789879636364
CASE_002775,UNSEEN_CUST_01664,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6924469475233742,22313.88130091753,5.0,22308.88130091753
CASE_002776,UNSEEN_CUST_01664,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6924469475233742,22483.184579586992,5.0,22478.184579586992
CASE_002777,UNSEEN_CUST_01665,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9285001880211696,39032.67158911101,2.0,39030.67158911101
CASE_002778,UNSEEN_CUST_01666,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7882093883003523,6783.345759900598,5.0,6778.345759900598
CASE_002779,UNSEEN_CUST_01666,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.4977062604655864,1851.442403618958,5.0,1846.442403618958
CASE_002780,UNSEEN_CUST_01667,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.752029860219333,2856.773431508192,5.0,2851.773431508192
CASE_002781,UNSEEN_CUST_01667,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7367885862998115,11648.509663226212,5.0,11643.509663226212
CASE_002782,UNSEEN_CUST_01669,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8707894153318607,10713.435379451876,5.0,10708.435379451876
CASE_002783,UNSEEN_CUST_01669,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.2126094596601789,763.1765381123887,25.0,738.1765381123887
CASE_002784,UNSEEN_CUST_01669,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5820601169566073,2507.9398877344424,5.0,2502.9398877344424
CASE_002785,UNSEEN_CUST_01670,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8625560878432904,4588.341232599748,5.0,4583.341232599748
CASE_002786,UNSEEN_CUST_01670,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8625560878432904,20689.805107783624,5.0,20684.805107783624
CASE_002787,UNSEEN_CUST_01671,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6745596192204459,18098.88653862944,5.0,18093.88653862944
CASE_002788,UNSEEN_CUST_01672,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9419712014123998,93336.2714996932,5.0,93331.2714996932
CASE_002789,UNSEEN_CUST_01672,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9529190349669814,31491.887212972157,5.0,31486.887212972157
CASE_002790,UNSEEN_CUST_01674,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.52008679128894,17805.514557059112,25.0,17780.514557059112
CASE_002791,UNSEEN_CUST_01675,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.9184260372862344,5012.796864289386,5.0,5007.796864289386
CASE_002792,UNSEEN_CUST_01676,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8375277904418453,15348.668292083728,5.0,15343.668292083728
CASE_002793,UNSEEN_CUST_01676,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6765124432170274,46032.09177167813,5.0,46027.09177167813
CASE_002794,UNSEEN_CUST_01676,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7141408367238019,7540.863044259478,5.0,7535.863044259478
CASE_002795,UNSEEN_CUST_01677,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.731730454505114,24695.11257065673,5.0,24690.11257065673
CASE_002796,UNSEEN_CUST_01678,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,High-value case permitted for controlled recovery.,0.9929229730210756,74164.73321767403,2.0,74162.73321767403
CASE_002797,UNSEEN_CUST_01678,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9892106065937564,14336.164392378212,2.0,14334.164392378212
CASE_002798,UNSEEN_CUST_01679,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6103759661139584,4884.893790646959,5.0,4879.893790646959
CASE_002799,UNSEEN_CUST_01679,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7732447848242087,7659.685513990128,5.0,7654.685513990128
CASE_002800,UNSEEN_CUST_01681,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5897038960301838,18521.9860822562,5.0,18516.9860822562
CASE_002801,UNSEEN_CUST_01684,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1092251249157147,3923.5150331423592,25.0,3898.5150331423592
CASE_002802,UNSEEN_CUST_01684,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5394109532933816,4627.045580912495,5.0,4622.045580912495
CASE_002803,UNSEEN_CUST_01685,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7107005274147429,33680.183278247954,5.0,33675.183278247954
CASE_002804,UNSEEN_CUST_01685,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.996824013201134,38722.47609320927,2.0,38720.47609320927
CASE_002805,UNSEEN_CUST_01686,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8947737500507917,10439.772728717611,5.0,10434.772728717611
CASE_002806,UNSEEN_CUST_01686,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7301446097198853,20687.508490821783,5.0,20682.508490821783
CASE_002807,UNSEEN_CUST_01686,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5773074577651901,1862.0705665741548,5.0,1857.0705665741548
CASE_002808,UNSEEN_CUST_01687,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.826949328533054,39759.44255309754,5.0,39754.44255309754
CASE_002809,UNSEEN_CUST_01688,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.783328821371504,11849.18008224033,5.0,11844.18008224033
CASE_002810,UNSEEN_CUST_01690,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7370431177079877,29902.37732688899,5.0,29897.37732688899
CASE_002811,UNSEEN_CUST_01690,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8325659138910638,17820.915199314582,5.0,17815.915199314582
CASE_002812,UNSEEN_CUST_01690,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7732345241912146,13763.025534091445,5.0,13758.025534091445
CASE_002813,UNSEEN_CUST_01692,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7247179591043872,90616.20434073528,25.0,90591.20434073528
CASE_002814,UNSEEN_CUST_01693,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1673882221008267,288.19564975543545,25.0,263.19564975543545
CASE_002815,UNSEEN_CUST_01694,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9988994407156748,49030.34974088125,2.0,49028.34974088125
CASE_002816,UNSEEN_CUST_01696,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9563944625454576,20951.312677419817,2.0,20949.312677419817
CASE_002817,UNSEEN_CUST_01697,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.824764976763777,17645.162122930295,5.0,17640.162122930295
CASE_002818,UNSEEN_CUST_01697,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7301446097198853,28702.7439584828,5.0,28697.7439584828
CASE_002819,UNSEEN_CUST_01697,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7301446097198853,34814.75528066357,5.0,34809.75528066357
CASE_002820,UNSEEN_CUST_01698,blocked_instrument,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'blocked_instrument'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7398487773288964,91843.59906863884,25.0,91818.59906863884
CASE_002821,UNSEEN_CUST_01701,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7267199693982334,49066.831505023496,5.0,49061.831505023496
CASE_002822,UNSEEN_CUST_01701,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7267199693982334,21105.57576405615,5.0,21100.57576405615
CASE_002823,UNSEEN_CUST_01701,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7267199693982334,40287.32755472344,5.0,40282.32755472344
CASE_002824,UNSEEN_CUST_01702,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8562598747386542,25486.789236564728,5.0,25481.789236564728
CASE_002825,UNSEEN_CUST_01703,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9976444114787368,8837.36365509329,2.0,8835.36365509329
CASE_002826,UNSEEN_CUST_01703,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8728172263601374,25179.49393916721,5.0,25174.49393916721
CASE_002827,UNSEEN_CUST_01704,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.753991785109292,14131.412055450415,5.0,14126.412055450415
CASE_002828,UNSEEN_CUST_01704,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5198650872454694,23695.398690139773,5.0,23690.398690139773
CASE_002829,UNSEEN_CUST_01704,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6950650433633659,5799.949402394306,5.0,5794.949402394306
CASE_002830,UNSEEN_CUST_01705,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7970568547131712,12778.83793489456,5.0,12773.83793489456
CASE_002831,UNSEEN_CUST_01706,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7059812630722584,1300.7422379601132,5.0,1295.7422379601132
CASE_002832,UNSEEN_CUST_01706,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8165143230982956,16544.956242651686,5.0,16539.956242651686
CASE_002833,UNSEEN_CUST_01708,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8365354285090427,19700.191842176544,5.0,19695.191842176544
CASE_002834,UNSEEN_CUST_01709,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7918165879530076,60283.03180949352,5.0,60278.03180949352
CASE_002835,UNSEEN_CUST_01709,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9988822851941868,40206.040827819765,2.0,40204.040827819765
CASE_002836,UNSEEN_CUST_01709,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7918165879530076,54659.13865722552,5.0,54654.13865722552
CASE_002837,UNSEEN_CUST_01713,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6900759877280329,65655.01640314395,5.0,65650.01640314395
CASE_002838,UNSEEN_CUST_01713,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6900759877280329,63049.38608412117,5.0,63044.38608412117
CASE_002839,UNSEEN_CUST_01714,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8488251205997172,51354.34420884319,5.0,51349.34420884319
CASE_002840,UNSEEN_CUST_01714,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998030610478724,7996.051585951756,2.0,7994.051585951756
CASE_002841,UNSEEN_CUST_01715,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7661590274807408,35719.38349901979,5.0,35714.38349901979
CASE_002842,UNSEEN_CUST_01715,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8741003314629643,11982.176084697629,5.0,11977.176084697629
CASE_002843,UNSEEN_CUST_01717,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8429855127800773,39545.23438104031,5.0,39540.23438104031
CASE_002844,UNSEEN_CUST_01718,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7477160045392284,3253.34972155041,5.0,3248.34972155041
CASE_002845,UNSEEN_CUST_01718,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5516563427954062,8877.75587553562,5.0,8872.75587553562
CASE_002846,UNSEEN_CUST_01721,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.699638007446041,22492.35446065949,5.0,22487.35446065949
CASE_002847,UNSEEN_CUST_01721,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.699638007446041,34167.549717155154,5.0,34162.549717155154
CASE_002848,UNSEEN_CUST_01721,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.699638007446041,25506.415985877265,5.0,25501.415985877265
CASE_002849,UNSEEN_CUST_01721,expired_instrument,stop,reminder,"reminder,escalate","reminder,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6471774606558329,26529.54501965176,5.0,26524.54501965176
