case_id,customer_id,customer_segment,communication_opt_in,failure_category,recovery_amount,final_action,decision_reason,guardrail_status,recovery_probability,expected_recovery,action_cost,erv
CASE_002584,CUST_01491,new,1,unknown_failure,6552.43,reminder,Action passed all guardrails.,passed,0.4999527515208052,3275.9054076474704,5.0,3270.9054076474704
CASE_002585,CUST_01491,new,1,unknown_failure,14043.6,reminder,Action passed all guardrails.,passed,0.4898610747909093,6879.412989933614,5.0,6874.412989933614
CASE_002586,CUST_01492,regular,1,authentication_failed,14335.65,reminder,Action passed all guardrails.,passed,0.5891537673053733,8445.902204271275,5.0,8440.902204271275
CASE_002587,CUST_01493,regular,1,temporary_bank_failure,7283.61,retry,Action passed all guardrails.,passed,0.7982059464618911,5813.820813709294,2.0,5811.820813709294
CASE_002588,CUST_01494,regular,1,unknown_failure,39293.59,reminder,Action passed all guardrails.,passed,0.502195096209531,19733.048210467863,5.0,19728.048210467863
CASE_002589,CUST_01494,regular,1,unknown_failure,39030.02,reminder,Action passed all guardrails.,passed,0.5150771265442747,20103.470550565573,5.0,20098.470550565573
CASE_002590,CUST_01496,high_value,1,unknown_failure,69607.79,reminder,High-value case permitted for controlled recovery.,passed,0.5696387142238134,39651.291995561216,5.0,39646.291995561216
CASE_002591,CUST_01496,high_value,1,unknown_failure,84998.78,reminder,High-value case permitted for controlled recovery.,passed,0.5618160495578122,47753.67879683357,5.0,47748.67879683357
CASE_002592,CUST_01496,high_value,1,limit_exceeded,6496.33,reminder,Action passed all guardrails.,passed,0.4939897118283308,3209.1201846417407,5.0,3204.1201846417407
CASE_002593,CUST_01497,regular,1,unknown_failure,6836.38,reminder,Action passed all guardrails.,passed,0.5090257011740308,3479.8931229921204,5.0,3474.8931229921204
CASE_002594,CUST_01497,regular,1,unknown_failure,17497.35,escalate,Case routed to manual review.,passed,0.5361955174270405,9382.000636852026,25.0,9357.000636852026
CASE_002595,CUST_01498,regular,1,unknown_failure,13789.95,reminder,Action passed all guardrails.,passed,0.5920244611082223,8163.98771745933,5.0,8158.98771745933
CASE_002596,CUST_01498,regular,1,limit_exceeded,9726.72,reminder,Action passed all guardrails.,passed,0.525768530359247,5114.003279615895,5.0,5109.003279615895
CASE_002597,CUST_01499,new,1,insufficient_funds,13455.85,reminder,Action passed all guardrails.,passed,0.6711377316350238,9030.728646221134,5.0,9025.728646221134
CASE_002598,CUST_01499,new,1,temporary_bank_failure,4419.44,escalate,Case routed to manual review.,passed,0.8120107899981293,3588.632965749332,25.0,3563.632965749332
CASE_002599,CUST_01500,regular,1,insufficient_funds,22342.84,reminder,Action passed all guardrails.,passed,0.6014784424804943,13438.736603790889,5.0,13433.736603790889
CASE_002600,CUST_01500,regular,1,timeout,66353.73,escalate,Case routed to manual review.,passed,0.6843250514267564,45407.5196946071,25.0,45382.5196946071
CASE_002601,CUST_01500,regular,1,unknown_failure,40760.38,reminder,Action passed all guardrails.,passed,0.5365095691435989,21868.333911929367,5.0,21863.333911929367
CASE_002602,CUST_01501,new,1,temporary_bank_failure,14966.88,retry,Action passed all guardrails.,passed,0.7659919815955243,11464.51006950242,2.0,11462.51006950242
CASE_002603,CUST_01501,new,1,authentication_failed,7313.79,reminder,Action passed all guardrails.,passed,0.4647460216623081,3399.0548057735728,5.0,3394.0548057735728
CASE_002604,CUST_01501,new,1,temporary_bank_failure,8326.85,retry,Action passed all guardrails.,passed,0.717073576308648,5970.964108885666,2.0,5968.964108885666
CASE_002605,CUST_01501,new,1,unknown_failure,15806.72,reminder,Action passed all guardrails.,passed,0.4742765070219325,7496.755949073721,5.0,7491.755949073721
CASE_002606,CUST_01502,high_value,1,risk_decline,24586.3,reminder,Action passed all guardrails.,passed,0.3860678407147212,9491.97975216435,5.0,9486.97975216435
CASE_002607,CUST_01504,regular,0,temporary_bank_failure,1944.35,retry,Action passed all guardrails.,passed,0.7280913485930841,1415.664413636963,2.0,1413.664413636963
CASE_002608,CUST_01504,regular,0,expired_instrument,16798.54,escalate,Case routed to manual review.,passed,0.4501955547079685,7562.628033583997,25.0,7537.628033583997
CASE_002609,CUST_01505,regular,1,timeout,26442.75,retry,Action passed all guardrails.,passed,0.6748021615500295,17843.624857327042,2.0,17841.624857327042
CASE_002610,CUST_01506,high_value,1,unknown_failure,85327.55,reminder,High-value case permitted for controlled recovery.,passed,0.5221853075006339,44556.79293502571,5.0,44551.79293502571
CASE_002611,CUST_01506,high_value,1,unknown_failure,78539.37,reminder,High-value case permitted for controlled recovery.,passed,0.5188591402824978,40750.869996529,5.0,40745.869996529
CASE_002612,CUST_01507,regular,1,temporary_bank_failure,7141.55,retry,Action passed all guardrails.,passed,0.8571725559019817,6121.540666601798,2.0,6119.540666601798
CASE_002613,CUST_01508,regular,1,temporary_bank_failure,9870.75,retry,Action passed all guardrails.,passed,0.8482720217992137,8373.081059174589,2.0,8371.081059174589
CASE_002614,CUST_01509,regular,1,temporary_bank_failure,5127.74,retry,Action passed all guardrails.,passed,0.8416619080086307,4315.823432172176,2.0,4313.823432172176
CASE_002615,CUST_01510,regular,1,blocked_instrument,15976.15,reminder,Action passed all guardrails.,passed,0.5197908912991778,8304.257248029358,5.0,8299.257248029358
CASE_002616,CUST_01511,new,1,blocked_instrument,1586.46,escalate,Case routed to manual review.,passed,0.4220079853128061,669.4987883793543,25.0,644.4987883793543
CASE_002617,CUST_01511,new,1,unknown_failure,8028.81,reminder,Action passed all guardrails.,passed,0.464938122575194,3732.899847912944,5.0,3727.899847912944
CASE_002618,CUST_01511,new,1,insufficient_funds,16522.72,reminder,Action passed all guardrails.,passed,0.6067604725351122,10025.33339476535,5.0,10020.33339476535
CASE_002619,CUST_01512,new,1,risk_decline,23959.53,reminder,Action passed all guardrails.,passed,0.2629623255836031,6300.453728690107,5.0,6295.453728690107
CASE_002620,CUST_01512,new,1,insufficient_funds,9885.86,reminder,Action passed all guardrails.,passed,0.5609227030517744,5545.203313191415,5.0,5540.203313191415
CASE_002621,CUST_01514,regular,0,timeout,37176.35,retry,Action passed all guardrails.,passed,0.7198864465121844,26762.750495793243,2.0,26760.750495793243
CASE_002622,CUST_01515,new,1,unknown_failure,11984.49,reminder,Action passed all guardrails.,passed,0.4869787393371377,5836.191831798534,5.0,5831.191831798534
CASE_002623,CUST_01518,high_value,1,insufficient_funds,72080.38,reminder,High-value case permitted for controlled recovery.,passed,0.6530798486888175,47074.24366383247,5.0,47069.24366383247
CASE_002624,CUST_01518,high_value,1,unknown_failure,9407.38,retry,Action passed all guardrails.,passed,0.481389314511633,4528.612209550446,2.0,4526.612209550446
CASE_002625,CUST_01518,high_value,1,unknown_failure,10184.0,retry,Action passed all guardrails.,passed,0.4857728951139819,4947.111163840792,2.0,4945.111163840792
CASE_002626,CUST_01519,new,1,temporary_bank_failure,6359.34,retry,Action passed all guardrails.,passed,0.7484738837772031,4759.799908059719,2.0,4757.799908059719
CASE_002627,CUST_01519,new,1,timeout,4391.3,retry,Action passed all guardrails.,passed,0.7405496648839468,3251.975743404876,2.0,3249.975743404876
CASE_002628,CUST_01523,regular,1,unknown_failure,48663.75,reminder,Action passed all guardrails.,passed,0.5482368225076855,26679.259671308377,5.0,26674.259671308377
CASE_002629,CUST_01524,high_value,1,unknown_failure,87537.72,reminder,High-value case permitted for controlled recovery.,passed,0.6430594222649756,56291.9556495932,5.0,56286.9556495932
CASE_002630,CUST_01525,regular,1,temporary_bank_failure,21595.1,retry,Action passed all guardrails.,passed,0.8152964234394243,17606.40779381671,2.0,17604.40779381671
CASE_002631,CUST_01525,regular,1,unknown_failure,25317.3,escalate,Case routed to manual review.,passed,0.5119564235382571,12961.354361645115,25.0,12936.354361645115
CASE_002632,CUST_01525,regular,1,unknown_failure,5212.41,reminder,Action passed all guardrails.,passed,0.5253794507682987,2738.493102979188,5.0,2733.493102979188
CASE_002633,CUST_01526,regular,1,unknown_failure,14809.24,reminder,Action passed all guardrails.,passed,0.5755120383577587,8522.895898929253,5.0,8517.895898929253
CASE_002634,CUST_01526,regular,1,unknown_failure,40459.85,reminder,Action passed all guardrails.,passed,0.5182132430048421,20966.830079989457,5.0,20961.830079989457
CASE_002635,CUST_01528,regular,1,unknown_failure,40341.58,reminder,Action passed all guardrails.,passed,0.5324820224020503,21481.166105294105,5.0,21476.166105294105
CASE_002636,CUST_01529,new,1,temporary_bank_failure,14937.92,retry,Action passed all guardrails.,passed,0.7379373938306434,11023.249754050645,2.0,11021.249754050645
CASE_002637,CUST_01529,new,1,insufficient_funds,11432.19,reminder,Action passed all guardrails.,passed,0.5947924784283785,6799.780623964124,5.0,6794.780623964124
CASE_002638,CUST_01530,regular,1,unknown_failure,37973.43,reminder,Action passed all guardrails.,passed,0.548540099575015,20829.949073404863,5.0,20824.949073404863
CASE_002639,CUST_01532,high_value,1,unknown_failure,14539.66,reminder,Action passed all guardrails.,passed,0.5360877520582878,7794.533645091806,5.0,7789.533645091806
CASE_002640,CUST_01534,regular,1,unknown_failure,7318.14,reminder,Action passed all guardrails.,passed,0.5461907029052424,3997.100030558971,5.0,3992.100030558971
CASE_002641,CUST_01534,regular,1,unknown_failure,12665.35,reminder,Action passed all guardrails.,passed,0.5210417984440903,6599.176741923859,5.0,6594.176741923859
CASE_002642,CUST_01536,regular,0,unknown_failure,34748.62,escalate,Case routed to manual review.,passed,0.5123332264999273,17802.872601019906,25.0,17777.872601019906
CASE_002643,CUST_01536,regular,0,unknown_failure,2217.07,escalate,Case routed to manual review.,passed,0.3473991581874223,770.2082516425884,25.0,745.2082516425884
CASE_002644,CUST_01540,high_value,1,unknown_failure,70319.19,reminder,High-value case permitted for controlled recovery.,passed,0.5795671090346726,40754.68965795986,5.0,40749.68965795986
CASE_002645,CUST_01541,new,1,unknown_failure,7132.37,reminder,Action passed all guardrails.,passed,0.4804740635635516,3426.9187967387684,5.0,3421.9187967387684
CASE_002646,CUST_01541,new,1,blocked_instrument,881.54,escalate,Case routed to manual review.,passed,0.4474783930279495,394.4701025898586,25.0,369.4701025898586
CASE_002647,CUST_01543,new,1,temporary_bank_failure,13346.69,retry,Action passed all guardrails.,passed,0.7637467035546889,10193.49049086633,2.0,10191.49049086633
CASE_002648,CUST_01544,regular,1,insufficient_funds,14401.16,reminder,Action passed all guardrails.,passed,0.5949526592242319,8568.008437913639,5.0,8563.008437913639
CASE_002649,CUST_01545,high_value,1,risk_decline,93553.82,reminder,High-value case permitted for controlled recovery.,passed,0.2501588872107128,23403.31950551133,5.0,23398.31950551133
CASE_002650,CUST_01546,new,1,timeout,15921.36,retry,Action passed all guardrails.,passed,0.5974343598972465,9511.967520293623,2.0,9509.967520293623
CASE_002651,CUST_01546,new,1,unknown_failure,11164.52,reminder,Action passed all guardrails.,passed,0.4960964302953828,5538.678517961407,5.0,5533.678517961407
CASE_002652,CUST_01547,regular,1,risk_decline,9246.44,reminder,Action passed all guardrails.,passed,0.2797397488147697,2586.59680303084,5.0,2581.59680303084
CASE_002653,CUST_01547,regular,1,timeout,3045.21,retry,Action passed all guardrails.,passed,0.7513076962855122,2287.8897098056045,2.0,2285.8897098056045
CASE_002654,CUST_01548,high_value,1,insufficient_funds,21924.29,reminder,Action passed all guardrails.,passed,0.6563510257518671,14390.030230381402,5.0,14385.030230381402
CASE_002655,CUST_01548,high_value,1,insufficient_funds,47524.16,reminder,Action passed all guardrails.,passed,0.6481683637558813,30803.657026072706,5.0,30798.657026072706
CASE_002656,CUST_01549,high_value,1,insufficient_funds,26865.78,reminder,Action passed all guardrails.,passed,0.6141320141583297,16499.13558333457,5.0,16494.13558333457
CASE_002657,CUST_01549,high_value,1,unknown_failure,24789.11,reminder,Action passed all guardrails.,passed,0.5760871008419413,14280.686512351976,5.0,14275.686512351976
CASE_002658,CUST_01551,regular,1,authentication_failed,11691.02,reminder,Action passed all guardrails.,passed,0.5509619647777799,6441.3073494563205,5.0,6436.3073494563205
CASE_002659,CUST_01551,regular,1,unknown_failure,42582.28,escalate,Case routed to manual review.,passed,0.5475329064448448,23315.199531448183,25.0,23290.199531448183
CASE_002660,CUST_01551,regular,1,insufficient_funds,17368.2,reminder,Action passed all guardrails.,passed,0.5842784325352026,10147.864671957906,5.0,10142.864671957906
CASE_002661,CUST_01552,regular,1,limit_exceeded,10280.18,reminder,Action passed all guardrails.,passed,0.4550164878993218,4677.651398572851,5.0,4672.651398572851
CASE_002662,CUST_01553,regular,0,temporary_bank_failure,15357.26,retry,Action passed all guardrails.,passed,0.8333644083607926,12798.193893942866,2.0,12796.193893942866
CASE_002663,CUST_01554,regular,1,unknown_failure,42758.25,escalate,Case routed to manual review.,passed,0.5113690271173208,21865.244703739183,25.0,21840.244703739183
CASE_002664,CUST_01556,regular,1,timeout,9094.5,retry,Action passed all guardrails.,passed,0.7130099014965462,6484.46854916034,2.0,6482.46854916034
CASE_002665,CUST_01557,regular,1,unknown_failure,19248.3,reminder,Action passed all guardrails.,passed,0.4829053260200669,9295.106586832051,5.0,9290.106586832051
CASE_002666,CUST_01558,regular,1,risk_decline,5948.81,reminder,Action passed all guardrails.,passed,0.3024144698323052,1799.0062222831154,5.0,1794.0062222831154
CASE_002667,CUST_01558,regular,1,temporary_bank_failure,28514.34,retry,Action passed all guardrails.,passed,0.7903913024592739,22537.486331366574,2.0,22535.486331366574
CASE_002668,CUST_01560,regular,1,unknown_failure,22779.07,escalate,Case routed to manual review.,passed,0.5226154093572234,11904.692992826847,25.0,11879.692992826847
CASE_002669,CUST_01561,regular,1,risk_decline,5852.34,reminder,Action passed all guardrails.,passed,0.26793227047862,1568.0307438128473,5.0,1563.0307438128473
CASE_002670,CUST_01561,regular,1,limit_exceeded,39711.67,reminder,Action passed all guardrails.,passed,0.5133239535347235,20384.95144586627,5.0,20379.95144586627
CASE_002671,CUST_01562,regular,1,limit_exceeded,10228.06,reminder,Action passed all guardrails.,passed,0.4579022792498291,4683.451986304007,5.0,4678.451986304007
CASE_002672,CUST_01562,regular,1,unknown_failure,32136.64,reminder,Action passed all guardrails.,passed,0.4551447667338892,14626.823516410974,5.0,14621.823516410974
CASE_002673,CUST_01563,regular,0,expired_instrument,74077.55,escalate,Case routed to manual review.,passed,0.4623108005590821,34246.851443955435,25.0,34221.851443955435
CASE_002674,CUST_01566,new,1,limit_exceeded,19171.33,reminder,Action passed all guardrails.,passed,0.4512032198210968,8650.165824252788,5.0,8645.165824252788
CASE_002675,CUST_01566,new,1,limit_exceeded,12558.96,reminder,Action passed all guardrails.,passed,0.4761346593357016,5979.756141210703,5.0,5974.756141210703
CASE_002676,CUST_01567,high_value,1,insufficient_funds,58673.2,reminder,High-value case permitted for controlled recovery.,passed,0.6329186741146843,37135.363950065694,5.0,37130.363950065694
CASE_002677,CUST_01567,high_value,1,expired_instrument,23997.55,reminder,Action passed all guardrails.,passed,0.611501583157186,14674.539816893726,5.0,14669.539816893726
CASE_002678,CUST_01567,high_value,1,expired_instrument,33324.81,reminder,Action passed all guardrails.,passed,0.6065747838367476,20213.989422150684,5.0,20208.989422150684
CASE_002679,CUST_01568,new,1,risk_decline,6266.9,reminder,Action passed all guardrails.,passed,0.2298233785896045,1440.280131283193,5.0,1435.280131283193
CASE_002680,CUST_01570,regular,1,unknown_failure,45682.8,escalate,Case routed to manual review.,passed,0.5529184202699833,25258.861609509597,25.0,25233.861609509597
CASE_002681,CUST_01570,regular,1,blocked_instrument,19435.36,reminder,Action passed all guardrails.,passed,0.5275365495295792,10252.862753265204,5.0,10247.862753265204
CASE_002682,CUST_01570,regular,1,temporary_bank_failure,11828.62,retry,Action passed all guardrails.,passed,0.7519193955226353,8894.168800266954,2.0,8892.168800266954
CASE_002683,CUST_01572,regular,1,unknown_failure,1235.24,reminder,Action passed all guardrails.,passed,0.4821265636025679,595.5420164244359,5.0,590.5420164244359
CASE_002684,CUST_01573,regular,1,unknown_failure,24125.09,escalate,Case routed to manual review.,passed,0.534411816169492,12892.733162152448,25.0,12867.733162152448
CASE_002685,CUST_01573,regular,1,unknown_failure,21721.86,escalate,Case routed to manual review.,passed,0.532814678952698,11573.725862155452,25.0,11548.725862155452
CASE_002686,CUST_01574,regular,1,timeout,15534.7,retry,Action passed all guardrails.,passed,0.6851656654312126,10643.843062774258,2.0,10641.843062774258
CASE_002687,CUST_01574,regular,1,risk_decline,33571.12,reminder,Action passed all guardrails.,passed,0.2912862258598934,9778.804842689586,5.0,9773.804842689586
CASE_002688,CUST_01575,regular,1,unknown_failure,4177.75,reminder,Action passed all guardrails.,passed,0.5608863655484335,2343.243013669968,5.0,2338.243013669968
CASE_002689,CUST_01575,regular,1,unknown_failure,30866.95,reminder,Action passed all guardrails.,passed,0.5635835558577788,17396.105439484265,5.0,17391.105439484265
CASE_002690,CUST_01575,regular,1,unknown_failure,9309.21,reminder,Action passed all guardrails.,passed,0.559435835306664,5207.905672395149,5.0,5202.905672395149
CASE_002691,CUST_01578,regular,1,unknown_failure,47891.68,escalate,Case routed to manual review.,passed,0.5443562717531045,26070.13637279272,25.0,26045.13637279272
CASE_002692,CUST_01578,regular,1,temporary_bank_failure,15256.14,retry,Action passed all guardrails.,passed,0.7831345234839885,11947.609929105016,2.0,11945.609929105016
CASE_002693,CUST_01578,regular,1,temporary_bank_failure,42427.77,retry,Action passed all guardrails.,passed,0.7454623409357585,31628.304744883942,2.0,31626.304744883942
CASE_002694,CUST_01579,regular,1,temporary_bank_failure,47603.06,retry,Action passed all guardrails.,passed,0.7056228489305334,33589.806815011114,2.0,33587.806815011114
CASE_002695,CUST_01579,regular,1,unknown_failure,36610.79,reminder,Action passed all guardrails.,passed,0.476651927915576,17450.60363601229,5.0,17445.60363601229
CASE_002696,CUST_01580,regular,1,unknown_failure,2926.08,reminder,Action passed all guardrails.,passed,0.5325232143760907,1558.2055271215916,5.0,1553.2055271215916
CASE_002697,CUST_01580,regular,1,limit_exceeded,49535.95,reminder,Action passed all guardrails.,passed,0.4628800244157439,22929.20174545707,5.0,22924.20174545707
CASE_002698,CUST_01581,regular,1,temporary_bank_failure,38016.88,retry,Action passed all guardrails.,passed,0.8230891710722007,31291.282245951323,2.0,31289.282245951323
CASE_002699,CUST_01582,regular,1,temporary_bank_failure,4048.18,retry,Action passed all guardrails.,passed,0.8198097329985679,3318.737364930142,2.0,3316.737364930142
CASE_002700,CUST_01583,new,1,insufficient_funds,19935.37,reminder,Action passed all guardrails.,passed,0.549399594597049,10952.484196142172,5.0,10947.484196142172
CASE_002701,CUST_01584,high_value,1,unknown_failure,80943.14,reminder,High-value case permitted for controlled recovery.,passed,0.5899370620348247,47751.35820347349,5.0,47746.35820347349
CASE_002702,CUST_01584,high_value,1,unknown_failure,40018.53,reminder,Action passed all guardrails.,passed,0.5443767836831872,21785.15864912914,5.0,21780.15864912914
CASE_002703,CUST_01584,high_value,1,insufficient_funds,96272.74,reminder,High-value case permitted for controlled recovery.,passed,0.6789589057183179,65365.23420090413,5.0,65360.23420090413
CASE_002704,CUST_01585,regular,1,unknown_failure,20629.96,reminder,Action passed all guardrails.,passed,0.5657212433497075,11670.806621454733,5.0,11665.806621454733
CASE_002705,CUST_01585,regular,1,unknown_failure,44146.85,reminder,Action passed all guardrails.,passed,0.5632395899569719,24865.253691891943,5.0,24860.253691891943
CASE_002706,CUST_01586,regular,1,risk_decline,1126.99,reminder,Action passed all guardrails.,passed,0.194793877972243,219.53075253593815,5.0,214.53075253593815
CASE_002707,CUST_01586,regular,1,unknown_failure,41849.6,reminder,Action passed all guardrails.,passed,0.4892230761098579,20473.790045967107,5.0,20468.790045967107
CASE_002708,CUST_01588,new,1,timeout,15969.34,retry,Action passed all guardrails.,passed,0.6107900565265039,9753.91408129096,2.0,9751.91408129096
CASE_002709,CUST_01588,new,1,unknown_failure,8781.59,reminder,Action passed all guardrails.,passed,0.5532264087666456,4858.207498961087,5.0,4853.207498961087
CASE_002710,CUST_01588,new,1,temporary_bank_failure,15666.27,retry,Action passed all guardrails.,passed,0.7071672996531215,11078.673851536709,2.0,11076.673851536709
CASE_002711,CUST_01589,regular,1,unknown_failure,20780.73,reminder,Action passed all guardrails.,passed,0.5609034243155577,11655.98261677704,5.0,11650.98261677704
CASE_002712,CUST_01590,new,1,unknown_failure,2623.49,reminder,Action passed all guardrails.,passed,0.407468554027675,1068.989676806065,5.0,1063.989676806065
CASE_002713,CUST_01590,new,1,blocked_instrument,12559.63,reminder,Action passed all guardrails.,passed,0.3550269538431255,4459.007180296734,5.0,4454.007180296734
CASE_002714,CUST_01591,regular,1,blocked_instrument,5557.41,reminder,Action passed all guardrails.,passed,0.5600152259274492,3112.2342167214656,5.0,3107.2342167214656
CASE_002715,CUST_01591,regular,1,unknown_failure,26184.81,escalate,Case routed to manual review.,passed,0.5117594265819574,13400.323350757504,25.0,13375.323350757504
CASE_002716,CUST_01591,regular,1,temporary_bank_failure,13810.46,retry,Action passed all guardrails.,passed,0.8100157032363722,11186.689468917788,2.0,11184.689468917788
CASE_002717,CUST_01592,regular,1,temporary_bank_failure,22209.96,retry,Action passed all guardrails.,passed,0.7613665077201023,16909.919681803163,2.0,16907.919681803163
CASE_002718,CUST_01593,regular,1,unknown_failure,38373.45,reminder,Action passed all guardrails.,passed,0.4952215273774221,19003.358519741138,5.0,18998.358519741138
CASE_002719,CUST_01596,regular,1,insufficient_funds,27078.03,reminder,Action passed all guardrails.,passed,0.5914264836640802,16014.664067450474,5.0,16009.664067450474
CASE_002720,CUST_01596,regular,1,limit_exceeded,41524.27,reminder,Action passed all guardrails.,passed,0.456423740734529,18952.66264467058,5.0,18947.66264467058
CASE_002721,CUST_01598,regular,1,temporary_bank_failure,21669.33,retry,Action passed all guardrails.,passed,0.7926993232861289,17177.263227063813,2.0,17175.263227063813
CASE_002722,CUST_01599,regular,1,authentication_failed,43002.55,escalate,Case routed to manual review.,passed,0.5320975041422393,22881.549526751856,25.0,22856.549526751856
CASE_002723,CUST_01601,high_value,1,unknown_failure,52444.77,reminder,High-value case permitted for controlled recovery.,passed,0.6309745375183362,33091.314496005514,5.0,33086.314496005514
CASE_002724,CUST_01601,high_value,1,unknown_failure,73349.99,reminder,High-value case permitted for controlled recovery.,passed,0.638629440178563,46843.4630508032,5.0,46838.4630508032
CASE_002725,CUST_01603,regular,1,authentication_failed,8291.86,reminder,Action passed all guardrails.,passed,0.5765540805890168,4780.705718672845,5.0,4775.705718672845
CASE_002726,CUST_01603,regular,1,unknown_failure,35466.39,reminder,Action passed all guardrails.,passed,0.5750920802923438,20396.44000555958,5.0,20391.44000555958
CASE_002727,CUST_01604,new,1,temporary_bank_failure,2438.85,retry,Action passed all guardrails.,passed,0.7311788491052783,1783.235536140408,2.0,1781.235536140408
CASE_002728,CUST_01604,new,1,unknown_failure,15486.02,reminder,Action passed all guardrails.,passed,0.4769126234662363,7385.478425250605,5.0,7380.478425250605
CASE_002729,CUST_01607,regular,1,risk_decline,7899.69,reminder,Action passed all guardrails.,passed,0.2786661629224076,2201.3763005765145,5.0,2196.3763005765145
CASE_002730,CUST_01607,regular,1,unknown_failure,11301.17,reminder,Action passed all guardrails.,passed,0.5432286883751545,6139.119756204645,5.0,6134.119756204645
CASE_002731,CUST_01607,regular,1,insufficient_funds,11429.68,reminder,Action passed all guardrails.,passed,0.6422079116237747,7340.230923328025,5.0,7335.230923328025
CASE_002732,CUST_01608,regular,1,unknown_failure,34302.73,reminder,Action passed all guardrails.,passed,0.5264583182696113,18058.957547856546,5.0,18053.957547856546
CASE_002733,CUST_01608,regular,1,insufficient_funds,70756.27,reminder,High-value case permitted for controlled recovery.,passed,0.6124153732848463,43332.227504293376,5.0,43327.227504293376
CASE_002734,CUST_01609,new,1,unknown_failure,5166.76,reminder,Action passed all guardrails.,passed,0.4669260119699763,2412.4946416059947,5.0,2407.4946416059947
CASE_002735,CUST_01609,new,1,risk_decline,2501.81,reminder,Action passed all guardrails.,passed,0.1267668031106706,317.146455690307,5.0,312.146455690307
CASE_002736,CUST_01610,regular,1,timeout,11922.43,retry,Action passed all guardrails.,passed,0.8023445168461023,9565.896337981476,2.0,9563.896337981476
CASE_002737,CUST_01610,regular,1,unknown_failure,40397.72,reminder,Action passed all guardrails.,passed,0.5126852453771958,20711.31499087925,5.0,20706.31499087925
CASE_002738,CUST_01611,regular,1,expired_instrument,12573.07,reminder,Action passed all guardrails.,passed,0.5551060404069595,6979.38710345953,5.0,6974.38710345953
CASE_002739,CUST_01611,regular,1,unknown_failure,14723.45,reminder,Action passed all guardrails.,passed,0.5175586379842398,7620.248728429056,5.0,7615.248728429056
CASE_002740,CUST_01613,regular,1,unknown_failure,36218.05,escalate,Case routed to manual review.,passed,0.5566721266990556,20161.578918392734,25.0,20136.578918392734
CASE_002741,CUST_01613,regular,1,temporary_bank_failure,40700.08,retry,Action passed all guardrails.,passed,0.7580161885948775,30851.319517106604,2.0,30849.319517106604
CASE_002742,CUST_01613,regular,1,temporary_bank_failure,38755.21,retry,Action passed all guardrails.,passed,0.7543768855111299,29236.0346171298,2.0,29234.0346171298
CASE_002743,CUST_01613,regular,1,unknown_failure,11249.86,reminder,Action passed all guardrails.,passed,0.538242702852306,6055.155053110044,5.0,6050.155053110044
CASE_002744,CUST_01614,regular,1,insufficient_funds,1158.0,reminder,Action passed all guardrails.,passed,0.5768143655187268,667.9510352706856,5.0,662.9510352706856
CASE_002745,CUST_01614,regular,1,unknown_failure,13459.43,reminder,Action passed all guardrails.,passed,0.5376789868361365,7236.8526857919005,5.0,7231.8526857919005
CASE_002746,CUST_01616,regular,1,unknown_failure,40664.76,reminder,Action passed all guardrails.,passed,0.4861225387352443,19768.05636825941,5.0,19763.05636825941
CASE_002747,CUST_01617,new,1,unknown_failure,6550.1,reminder,Action passed all guardrails.,passed,0.487141978554457,3190.8286737295493,5.0,3185.8286737295493
CASE_002748,CUST_01617,new,1,timeout,3587.7,retry,Action passed all guardrails.,passed,0.7305304509746547,2620.924098961769,2.0,2618.924098961769
CASE_002749,CUST_01617,new,1,authentication_failed,19788.71,reminder,Action passed all guardrails.,passed,0.5107027077140235,10106.147779167572,5.0,10101.147779167572
CASE_002750,CUST_01619,new,1,timeout,2023.1,retry,Action passed all guardrails.,passed,0.7184049077119837,1453.4049687921142,2.0,1451.4049687921142
CASE_002751,CUST_01619,new,1,authentication_failed,3256.21,reminder,Action passed all guardrails.,passed,0.5765553043233052,1877.3851474905896,5.0,1872.3851474905896
CASE_002752,CUST_01620,regular,1,timeout,39786.41,retry,Action passed all guardrails.,passed,0.705971069116698,28088.05440401529,2.0,28086.05440401529
CASE_002753,CUST_01621,high_value,1,insufficient_funds,128129.7,reminder,High-value case permitted for controlled recovery.,passed,0.692263603491102,88699.52783623386,5.0,88694.52783623386
CASE_002754,CUST_01622,regular,1,unknown_failure,64539.16,escalate,Case routed to manual review.,passed,0.5025598315315644,32434.78937678868,25.0,32409.78937678868
CASE_002755,CUST_01623,regular,1,unknown_failure,18281.13,reminder,Action passed all guardrails.,passed,0.5135182013003885,9387.692995338572,5.0,9382.692995338572
CASE_002756,CUST_01623,regular,1,insufficient_funds,27460.01,reminder,Action passed all guardrails.,passed,0.5478200196842099,15043.1432187286,5.0,15038.1432187286
CASE_002757,CUST_01623,regular,1,blocked_instrument,35091.24,reminder,Action passed all guardrails.,passed,0.4718755392950943,16558.697799533584,5.0,16553.697799533584
CASE_002758,CUST_01625,regular,0,unknown_failure,30563.92,escalate,Case routed to manual review.,passed,0.4827637953398405,14755.154019663256,25.0,14730.154019663256
CASE_002759,CUST_01626,regular,1,unknown_failure,49387.85,escalate,Case routed to manual review.,passed,0.4345090311631838,21459.466854732647,25.0,21434.466854732647
CASE_002760,CUST_01627,regular,1,unknown_failure,45769.06,reminder,Action passed all guardrails.,passed,0.5552614672183565,25413.79540880499,5.0,25408.79540880499
